LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,financial_strength,obligation_level,repayment_behavior,target
110000.0,2,3,1,39,0,0,0,0,0,0,73064.0,70373.0,71730.0,73208.0,75095.0,72530.0,3900.0,3200.0,2600.0,3000.0,3100.0,3100.0,0,36936.0,0.6642121435259679,0,0
120000.0,1,2,2,30,0,0,0,0,0,0,100802.0,104378.0,106651.0,108362.0,96168.0,99399.0,5200.0,5500.0,5000.0,5000.0,5000.0,5000.0,0,19198.0,0.8400096665861118,0,0
180000.0,1,2,2,24,-2,-2,-2,-2,-1,2,2294.0,1290.0,2109.0,600.0,476.0,326.0,1296.0,2120.0,901.0,476.0,0.0,326.0,0,177706.0,0.012744373642368653,-6,0
50000.0,1,2,2,33,1,2,2,2,2,2,40159.0,41323.0,40364.0,42781.0,41966.0,48865.0,2100.0,0.0,3400.0,0.0,7800.0,0.0,1,9841.0,0.8031639367212656,5,1
150000.0,2,1,1,29,-1,-1,-1,0,0,0,2565.0,3648.0,5586.0,5586.0,3672.0,1160.0,3648.0,5586.0,0.0,426.0,4040.0,2320.0,0,147435.0,0.017099886000759994,-3,0
340000.0,2,1,2,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,340000.0,0.0,-3,0
300000.0,2,2,2,33,0,0,0,0,0,0,351232.0,298709.0,268531.0,157953.0,161183.0,163942.0,9198.0,7668.0,4429.0,4821.0,4684.0,3152.0,0,-21865.3,1.170769430768564,0,0
150000.0,2,1,1,36,-1,0,0,0,0,2,123160.0,134948.0,130982.0,125296.0,122664.0,112055.0,20000.0,6100.0,4000.0,5500.0,3002.0,7000.0,1,26840.0,0.8210611929253805,-1,1
30000.0,1,1,2,38,2,0,0,0,0,0,69707.0,71904.0,62630.0,57406.0,46231.0,73262.0,4000.0,5000.0,8000.0,1460.0,40000.0,10000.0,0,-21865.3,1.2318418205741204,2,0
50000.0,1,2,2,52,0,0,-1,0,0,0,47595.0,28491.0,3642.0,12291.0,16674.0,17331.0,8080.0,15012.0,10000.0,8000.0,2000.0,2000.0,0,2405.0,0.9518809623807524,-1,0
100000.0,1,1,1,42,-1,2,-1,-1,-1,-1,2206.0,1016.0,452.0,1016.0,1096.0,2202.0,0.0,452.0,1580.0,1096.0,2122.0,0.0,1,97794.0,0.02205977940220598,0,1
270000.0,2,2,1,35,-1,-1,-1,-1,-1,-1,165.0,165.0,165.0,165.0,0.0,601.0,165.0,165.0,165.0,0.0,601.0,928.0,0,269835.0,0.0006111088477450084,-3,0
320000.0,1,1,1,43,-1,-1,-1,0,0,-1,3274.0,86251.0,14857.0,12157.0,8690.0,4166.0,86682.0,14871.0,260.0,43.0,4186.0,904.0,1,316726.0,0.010231218027443664,-3,1
160000.0,1,2,2,26,-1,-1,-1,0,-1,0,1236.0,1234.0,4888.0,4187.0,8995.0,9731.0,1234.0,4890.0,1010.0,8998.0,2005.0,3669.0,0,158764.0,0.0077249517190517555,-3,0
300000.0,2,1,2,26,0,0,0,0,0,0,10545.0,10421.0,15196.0,19406.0,23260.0,15423.0,3000.0,5000.0,5000.0,4000.0,5000.0,5000.0,0,289455.0,0.03514988283372389,0,0
30000.0,2,2,1,49,0,0,0,2,0,0,2273.0,2127.0,2552.0,1992.0,1583.0,1320.0,2000.0,1300.0,0.0,0.0,150.0,0.0,1,27727.0,0.0757641411952935,0,1
290000.0,1,3,1,41,-2,-2,-2,-2,-2,-2,-4.0,-4.0,798.0,-2.0,494.0,-6.0,0.0,802.0,0.0,496.0,0.0,1292.0,0,290004.0,-1.3793055886014187e-05,-6,0
180000.0,2,2,1,49,-2,-1,-1,-2,-2,-1,106.0,3166.0,106.0,59.0,-47.0,347.0,3166.0,106.0,59.0,47.0,570.0,106.0,0,179894.0,0.0005888856173021261,-4,0
150000.0,1,1,1,57,-2,-2,-2,-1,-1,0,153664.0,137074.0,86466.0,2120.0,143701.0,146318.0,22000.0,2509.0,2120.0,143701.0,6000.0,5200.0,0,-3664.0,1.0244198372010853,-6,0
60000.0,2,2,1,30,-1,0,0,0,0,0,54379.0,55029.0,54422.0,19843.0,19095.0,19495.0,2269.0,1385.0,1000.0,693.0,717.0,661.0,0,5621.0,0.9063015616406394,-1,0
260000.0,2,1,2,33,-2,-2,-2,-1,0,0,6475.0,2500.0,500.0,210.0,210.0,-90.0,2500.0,500.0,210.0,0.0,0.0,0.0,0,253525.0,0.024903750370190884,-6,0
150000.0,1,2,1,32,0,0,0,0,0,0,143706.0,140120.0,138520.0,139329.0,142149.0,111435.0,6010.0,5007.0,5016.0,10101.0,5006.0,4015.0,1,6294.0,0.958033613109246,0,1
230000.0,1,3,1,55,0,0,0,0,0,0,214423.0,214585.0,170063.0,176893.0,183699.0,188700.0,10000.0,10000.0,10000.0,10000.0,10000.0,9000.0,0,15577.0,0.9322698596962622,0,0
250000.0,2,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,250000.0,0.0,-3,0
70000.0,2,2,1,29,0,0,0,0,0,0,1929.0,2948.0,3960.0,4038.0,4123.0,4264.0,1054.0,1066.0,144.0,150.0,210.0,500.0,0,68071.0,0.027556749189297295,0,0
360000.0,1,3,1,44,-1,-1,-1,-1,-1,-1,1982.0,-18.0,3746.0,-4.0,906.0,850.0,0.0,3764.0,0.0,910.0,854.0,1131.0,1,358018.0,0.00550554026238816,-3,1
200000.0,1,1,1,34,-1,-1,-1,-1,-1,-2,5879.0,5884.0,5171.0,4598.0,-95.0,-2175.0,5884.0,5171.0,4598.0,0.0,0.0,0.0,0,194121.0,0.02939485302573487,-3,0
30000.0,2,1,2,30,0,0,0,0,0,0,27851.0,29490.0,29200.0,29400.0,50000.0,0.0,2100.0,1500.0,600.0,600.0,0.0,0.0,0,2149.0,0.9283357221425953,0,0
20000.0,1,2,1,30,-1,-1,-1,-1,-1,-1,1473.0,1473.0,390.0,390.0,390.0,0.0,1473.0,390.0,390.0,390.0,0.0,780.0,0,18527.0,0.0736463176841158,-3,0
80000.0,1,3,2,66,0,0,0,0,0,0,58592.0,52465.0,16937.0,15159.0,12195.0,0.0,2912.0,3000.0,3000.0,3000.0,0.0,0.0,0,21408.0,0.7323908451144361,0,0
260000.0,2,1,2,32,-2,-2,-2,-2,-2,-2,-34.0,6846.0,1479.0,173.0,6326.0,369.0,6880.0,1486.0,174.0,6357.0,370.0,2500.0,0,260034.0,-0.00013076872781258534,-6,0
210000.0,2,2,1,35,0,0,0,0,0,0,64740.0,66692.0,68579.0,70036.0,71706.0,73162.0,3000.0,3000.0,2600.0,2800.0,2800.0,2900.0,0,145260.0,0.308284246265494,0,0
50000.0,1,3,1,35,0,0,2,0,0,2,35214.0,37305.0,34789.0,8671.0,9550.0,8741.0,3900.0,2.0,500.0,1000.0,0.0,500.0,0,14786.0,0.7042659146817064,2,0
140000.0,1,1,2,26,0,0,0,0,0,-2,66526.0,65667.0,67571.0,26968.0,-4082.0,-4082.0,3990.0,4000.0,2000.0,0.0,0.0,0.0,0,73474.0,0.4751823201262848,0,0
90000.0,1,3,1,42,2,2,2,3,3,3,48674.0,49895.0,52570.0,53614.0,54534.0,53374.0,2300.0,4116.0,2500.0,2052.0,0.0,0.0,0,41326.0,0.5408162131531872,6,0
20000.0,1,2,1,31,0,0,0,0,0,0,35651.0,20160.0,20080.0,19680.0,19680.0,0.0,4960.0,1400.0,0.0,0.0,0.0,0.0,0,-15651.0,1.2318418205741204,0,0
360000.0,1,1,1,44,-1,-1,-1,-1,-1,-1,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,0,359835.0,0.00045833206018872167,-3,0
580000.0,2,2,1,57,-1,-1,-1,-1,-1,-1,20498.0,2290.0,4968.0,4481.0,5574.0,14240.0,2290.0,4968.0,4485.0,5583.0,14242.0,9986.0,0,496006.12,0.03534131837703728,-3,0
180000.0,1,2,2,39,0,0,2,0,0,0,29478.0,32342.0,31523.0,32989.0,33679.0,34350.0,3353.0,0.0,2000.0,1222.0,1231.0,2704.0,0,150522.0,0.16376575685690636,2,0
60000.0,1,2,1,51,0,0,0,0,0,0,60557.0,58563.0,27436.0,29752.0,30351.0,28871.0,3040.0,3000.0,3000.0,4000.0,2000.0,3000.0,0,-557.0,1.0092665122247964,0,0
60000.0,2,2,1,25,0,0,0,0,0,0,39831.0,33147.0,32239.0,30110.0,30465.0,30510.0,4500.0,4500.0,2000.0,1301.0,1128.0,1023.0,0,20169.0,0.663838936017733,0,0
50000.0,1,2,2,30,0,0,0,0,0,0,50995.0,50882.0,32777.0,32081.0,29598.0,29648.0,2500.0,1500.0,1226.0,1059.0,2000.0,1138.0,0,-995.0,1.019879602407952,0,0
100000.0,2,2,1,39,-1,-1,-1,-1,0,0,200.0,200.0,200.0,2795.0,94722.0,96638.0,200.0,200.0,2795.0,92485.0,2519.0,2961.0,0,99800.0,0.001999980000199998,-3,0
380000.0,1,1,1,46,0,0,0,0,0,-1,141102.0,84229.0,28749.0,14258.0,7594.0,190628.0,5034.0,2071.0,29.0,72.0,190710.0,30052.0,0,238898.0,0.3713200754734856,0,0
310000.0,2,1,1,37,-1,-1,-1,-1,0,-1,325.0,4373.0,26863.0,7443.0,4221.0,8172.0,4373.0,26863.0,7443.0,0.0,8172.0,31362.0,0,309675.0,0.0010483837148912423,-3,0
50000.0,1,2,2,37,1,2,0,0,0,0,28731.0,27985.0,29000.0,29731.0,30400.0,33427.0,0.0,1482.0,1213.0,1300.0,3703.0,0.0,1,21269.0,0.5746085078298434,3,1
20000.0,1,2,2,33,0,0,0,0,0,0,16128.0,17441.0,18589.0,18607.0,19892.0,24338.0,2000.0,2000.0,2001.0,2001.0,100.0,4737.0,0,3872.0,0.8063596820158992,0,0
30000.0,2,2,2,50,0,0,2,0,0,0,27284.0,29001.0,28201.0,28763.0,29383.0,28987.0,4664.0,0.0,994.0,1047.0,1412.0,756.0,0,2716.0,0.9094363521215959,2,0
50000.0,2,2,2,32,1,2,0,0,0,3,32814.0,32004.0,33017.0,33868.0,38151.0,37253.0,0.0,1550.0,1400.0,5000.0,0.0,0.0,1,17186.0,0.6562668746625068,3,1
30000.0,2,3,3,52,1,2,2,2,-1,-1,10033.0,6486.0,7064.0,2890.0,2500.0,3280.0,0.0,3192.0,0.0,2500.0,3280.0,0.0,1,19967.0,0.33442218592713574,5,1
490000.0,1,1,1,42,0,0,0,0,0,0,497657.0,498379.0,498646.0,436116.0,438700.0,436436.0,18260.0,18529.0,15000.0,15500.0,15620.0,15420.0,0,-7657.0,1.0156244579092695,0,0
500000.0,2,1,2,34,-1,0,0,0,0,0,218570.0,218978.0,218778.0,236377.0,225650.0,15233.0,18978.0,18778.0,36377.0,10650.0,15233.0,0.0,0,281430.0,0.43713912572174857,-1,0
80000.0,1,3,2,27,0,-1,-1,-2,-2,-2,13165.0,2100.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0,66835.0,0.16456044299446257,-2,0
200000.0,1,2,1,33,0,0,-2,-2,-2,-2,205150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5150.0,1.0257448712756436,-2,0
360000.0,1,1,2,29,0,0,0,0,0,0,205119.0,209680.0,213527.0,174907.0,126309.0,97746.0,8270.0,8423.0,6753.0,5139.0,5000.0,4000.0,0,154881.0,0.569773417296063,0,0
30000.0,1,2,1,39,0,0,0,0,0,0,29493.0,30346.0,28777.0,27962.0,26306.0,28994.0,2006.0,1500.0,3000.0,3000.0,9000.0,2000.0,1,507.0,0.9830672310922969,0,1
170000.0,2,1,1,36,0,0,0,0,0,0,46113.0,48241.0,50255.0,51410.0,52429.0,53554.0,3182.0,3000.0,1990.0,2000.0,2000.0,3000.0,0,123887.0,0.2712513455803201,0,0
10000.0,1,2,2,21,0,0,0,0,-1,-1,6703.0,8422.0,9205.0,9393.0,4176.0,0.0,2000.0,1000.0,188.0,2538.0,0.0,0.0,0,3297.0,0.6702329767023297,0,0
230000.0,2,2,1,52,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,230000.0,0.0,-3,0
200000.0,1,1,1,49,-1,-1,-1,-1,0,-1,416.0,416.0,0.0,832.0,416.0,416.0,416.0,0.0,1248.0,0.0,416.0,416.0,1,199584.0,0.002079989600052,-3,1
160000.0,2,1,2,35,0,0,0,0,0,0,61089.0,53073.0,46508.0,42835.0,46169.0,40482.0,1965.0,1972.0,1509.0,4000.0,3000.0,4000.0,0,98911.0,0.38180386372585173,0,0
270000.0,1,2,1,34,2,0,0,0,0,0,275572.0,277585.0,232661.0,150298.0,134808.0,129645.0,10332.0,10000.0,18021.0,8026.0,6011.0,5000.0,1,-5572.0,1.0206332569138632,2,1
80000.0,1,2,2,28,0,0,0,0,0,0,57798.0,50910.0,49940.0,49460.0,50687.0,50288.0,2050.0,1780.0,1800.0,2000.0,2000.0,2000.0,0,22202.0,0.7224659691753853,0,0
360000.0,2,1,2,29,-1,-1,-1,-2,-2,-2,1146.0,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,1,358854.0,0.0031833244907653034,-3,1
140000.0,2,2,2,27,0,0,0,0,0,0,111820.0,104189.0,100638.0,93092.0,94663.0,96257.0,3817.0,4500.0,3500.0,3600.0,3700.0,3500.0,0,28180.0,0.7987085806529953,0,0
80000.0,2,3,2,43,0,0,0,0,0,0,76594.0,78254.0,78401.0,49496.0,50562.0,45682.0,3100.0,3100.0,1669.0,1759.0,1700.0,3001.0,0,3406.0,0.9574130323370957,0,0
200000.0,2,1,2,25,0,0,0,0,0,-1,1698.0,2751.0,3665.0,4665.0,6665.0,150.0,1086.0,1000.0,1000.0,2000.0,150.0,776.0,0,198302.0,0.008489957550212248,0,0
80000.0,2,1,2,25,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,0,79610.0,0.004874939063261709,-3,0
390000.0,1,1,1,35,0,0,0,0,0,0,28804.0,43996.0,47532.0,49414.0,51380.0,50661.0,20000.0,5006.0,5006.0,5008.0,3004.0,3006.0,0,361196.0,0.07385622088148491,0,0
80000.0,2,2,2,31,-1,-1,0,0,0,0,1019.0,8479.0,9947.0,10671.0,11923.0,12050.0,8479.0,2000.0,2000.0,2000.0,2000.0,1000.0,1,78981.0,0.01273734078324021,-2,1
80000.0,2,3,1,44,0,0,0,0,0,0,40821.0,42443.0,42573.0,43386.0,13513.0,13781.0,2281.0,1411.0,1224.0,491.0,493.0,662.0,1,39179.0,0.5102561217984776,0,1
20000.0,1,2,1,31,1,2,0,0,0,0,21635.0,19749.0,19469.0,19856.0,19147.0,20369.0,0.0,1303.0,690.0,851.0,1700.0,0.0,1,-1635.0,1.0816959152042398,3,1
30000.0,2,3,2,22,0,0,0,0,0,0,28579.0,26683.0,25591.0,16337.0,19690.0,19986.0,2006.0,2041.0,2001.0,4004.0,2006.0,2000.0,0,1421.0,0.9526015799473351,0,0
60000.0,1,5,2,23,-1,-1,-1,-1,-1,-1,5363.0,262.0,-144.0,450.0,202.0,196.0,1000.0,0.0,1000.0,0.0,400.0,300.0,0,54637.0,0.0893818436359394,-3,0
100000.0,2,2,2,25,0,0,0,0,0,0,59219.0,60464.0,61956.0,63228.0,64561.0,66025.0,2197.0,2500.0,2300.0,2350.0,2540.0,4920.0,0,40781.0,0.5921840781592184,0,0
100000.0,1,2,1,52,0,0,0,0,0,0,81382.0,72937.0,65480.0,66777.0,68176.0,69547.0,4611.0,4000.0,2387.0,2472.0,2502.0,2544.0,0,18618.0,0.8138118618813812,0,0
40000.0,2,3,1,48,0,0,0,0,0,0,69282.0,36108.0,37112.0,37695.0,38580.0,0.0,3500.0,1750.0,1300.0,1409.0,0.0,0.0,0,-21865.3,1.2318418205741204,0,0
120000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,316.0,316.0,7516.0,316.0,316.0,316.0,316.0,7516.0,316.0,0,119684.0,0.0026333113890717576,-3,0
20000.0,2,3,1,56,0,0,0,0,0,0,12685.0,13634.0,12115.0,12356.0,12623.0,13905.0,1188.0,1201.0,442.0,466.0,1500.0,421.0,0,7315.0,0.6342182890855457,0,0
310000.0,2,2,2,26,0,0,0,0,0,0,87717.0,93707.0,83632.0,81133.0,75499.0,73540.0,9156.0,2782.0,4013.0,2688.0,2651.0,2652.0,0,222283.0,0.2829571517511234,0,0
50000.0,1,2,2,23,1,2,0,0,0,0,19203.0,17242.0,18245.0,18454.0,18685.0,19271.0,0.0,1299.0,807.0,678.0,897.0,800.0,1,30797.0,0.3840523189536209,3,1
500000.0,1,2,1,49,1,2,0,0,0,-2,9502.0,9206.0,11000.0,13000.0,0.0,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,0,490498.0,0.019003961992076015,3,0
290000.0,1,3,1,40,0,0,0,0,0,2,151996.0,155371.0,157605.0,133904.0,128276.0,130419.0,7800.0,7549.0,10000.0,15000.0,5000.0,0.0,0,138004.0,0.524122330612653,0,0
30000.0,1,2,2,34,0,0,0,0,0,0,19101.0,17444.0,12676.0,9171.0,5928.0,7746.0,1653.0,1110.0,0.0,109.0,7849.0,0.0,0,10899.0,0.6366787773740875,0,0
100000.0,2,1,2,23,-1,-1,-1,0,0,0,850.0,0.0,8472.0,8472.0,1768.0,0.0,0.0,8472.0,0.0,0.0,0.0,9038.0,0,99150.0,0.008499915000849992,-3,0
360000.0,2,1,2,31,-1,-1,-1,-1,-1,-2,8288.0,21865.0,44440.0,3904.0,0.0,0.0,21888.0,44640.0,3904.0,0.0,0.0,0.0,0,351712.0,0.02302215827178258,-3,0
20000.0,1,3,1,51,-1,-1,-2,-2,-2,-2,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17700.0,0.11499425028748562,-4,1
150000.0,2,2,1,37,1,2,2,0,0,0,108784.0,110405.0,106317.0,30906.0,31457.0,32134.0,4800.0,0.0,1240.0,1200.0,1200.0,1300.0,1,41216.0,0.7252218318544543,5,1
360000.0,2,1,1,31,-1,-1,2,-1,-1,-1,3680.0,9995.0,3225.0,4230.0,6113.0,8745.0,13517.0,0.0,4230.0,6113.0,8745.0,6324.0,0,356320.0,0.010222193827239368,0,0
490000.0,2,2,1,30,0,0,0,0,0,-1,26088.0,24092.0,24488.0,16995.0,-1527.0,62491.0,2003.0,2041.0,1092.0,4.0,64895.0,3003.0,0,463912.0,0.053240707672025156,0,0
40000.0,2,2,1,44,-1,-1,-1,-1,-1,-1,11770.0,4719.0,922.0,4665.0,4059.0,5588.0,4740.0,922.0,4665.0,4059.0,5588.0,7000.0,0,28230.0,0.29424264393390165,-3,0
100000.0,2,3,1,36,-1,-1,-1,-1,-1,-1,1490.0,0.0,210.0,0.0,90.0,90.0,0.0,210.0,0.0,90.0,0.0,0.0,0,98510.0,0.014899851001489986,-3,0
20000.0,2,2,2,24,0,0,0,0,0,0,14367.0,16130.0,18136.0,18258.0,19478.0,19866.0,2001.0,2600.0,701.0,1500.0,705.0,1000.0,0,5633.0,0.7183140842957852,0,0
500000.0,2,2,1,32,0,0,0,0,0,0,37664.0,9689.0,9487.0,12641.0,14778.0,10665.0,3000.0,1000.0,6000.0,4000.0,3000.0,23000.0,0,462336.0,0.07532784934430131,0,0
50000.0,1,2,2,28,-2,-2,-2,-2,-2,-2,49703.0,50237.0,26924.0,27458.0,28036.0,28772.0,1761.0,1448.0,982.0,1020.0,1200.0,1155.0,0,297.0,0.994040119197616,-6,0
260000.0,1,1,2,34,-1,-1,-1,-1,-1,-1,324.0,826.0,326.0,326.0,326.0,476.0,828.0,326.0,326.0,326.0,476.0,326.0,0,259676.0,0.001246149053272872,-3,0
140000.0,2,2,1,49,-1,-1,-2,-2,-2,-1,2457.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,0.0,0.0,579.0,1968.0,0,137543.0,0.017549874643752544,-4,0
260000.0,1,1,2,49,-1,-1,-1,-1,-1,-1,316.0,316.0,4866.0,316.0,316.0,4843.0,316.0,4866.0,316.0,316.0,4843.0,316.0,0,259684.0,0.0012153799408463814,-3,0
200000.0,2,1,2,32,-1,-1,-1,-1,0,0,3450.0,12113.0,16152.0,19443.0,19189.0,13947.0,12174.0,16239.0,19446.0,529.0,400.0,277.0,0,196550.0,0.017249913750431247,-3,0
50000.0,2,2,2,28,0,0,-1,0,0,-1,47132.0,22104.0,983.0,23594.0,7428.0,29039.0,1651.0,984.0,23001.0,5001.0,30001.0,8599.0,0,2868.0,0.9426211475770485,-1,0
200000.0,2,1,2,32,1,-1,-1,-1,-2,-2,0.0,2300.0,15093.0,0.0,0.0,0.0,2300.0,15093.0,0.0,0.0,0.0,0.0,0,200000.0,0.0,-1,0
20000.0,2,2,2,26,0,0,0,0,0,0,6690.0,8628.0,8515.0,6584.0,3403.0,3748.0,2600.0,1500.0,1500.0,1000.0,402.0,0.0,0,13310.0,0.3344832758362082,0,0
10000.0,1,3,2,24,0,0,0,0,0,0,4050.0,5426.0,6743.0,8544.0,9858.0,1303.0,2000.0,2000.0,2000.0,2000.0,1000.0,0.0,0,5950.0,0.404959504049595,0,0
30000.0,1,2,2,34,0,0,0,0,0,-1,28014.0,29248.0,29254.0,19837.0,14793.0,404.0,1694.0,1200.0,8697.0,2000.0,1000.0,2759.0,0,1986.0,0.9337688743708543,0,0
170000.0,2,3,1,40,0,0,0,0,0,0,73784.0,73815.0,53032.0,29086.0,93786.0,92728.0,3663.0,3426.0,1317.0,93276.0,3197.0,3185.0,0,96216.0,0.43402097634719794,0,0
50000.0,2,3,1,45,0,0,0,-2,-1,-1,4410.0,4055.0,0.0,0.0,6553.0,19653.0,4050.0,0.0,0.0,6553.0,13100.0,0.0,0,45590.0,0.08819823603527929,0,0
420000.0,2,1,2,34,-1,-1,-1,-1,-1,-1,13207.0,6184.0,6692.0,1039.0,1039.0,1503.0,6222.0,9723.0,1045.0,1042.0,1509.0,9215.0,1,406793.0,0.03144516322580184,-3,1
70000.0,2,2,1,30,0,0,0,0,0,0,8432.0,9596.0,10637.0,11965.0,12178.0,13962.0,1300.0,1200.0,1507.0,1000.0,2000.0,1000.0,0,61568.0,0.12045542206539907,0,0
300000.0,2,2,1,31,-1,-1,-1,0,0,0,316.0,316.0,17597.0,15257.0,9482.0,10716.0,316.0,17597.0,2000.0,2690.0,2000.0,316.0,0,299684.0,0.001053329822233926,-3,0
500000.0,1,2,2,31,2,2,2,0,0,0,533142.0,504834.0,413844.0,305875.0,46420.0,14540.0,3089.0,14000.0,14000.0,1500.0,14000.0,2000.0,0,-21865.3,1.066281867436265,6,0
20000.0,2,2,2,49,0,0,0,3,2,2,15945.0,16971.0,19796.0,19188.0,18740.0,20219.0,1288.0,3113.0,0.0,0.0,1800.0,663.0,0,4055.0,0.7972101394930253,0,0
280000.0,2,1,2,30,0,0,0,0,0,0,161001.0,136271.0,131048.0,119654.0,115808.0,115116.0,5000.0,6000.0,4000.0,4000.0,5000.0,5270.0,0,118999.0,0.5750015178517219,0,0
150000.0,1,1,1,41,-1,-1,-1,-1,0,0,390.0,390.0,390.0,15080.0,780.0,0.0,390.0,390.0,15080.0,0.0,0.0,0.0,0,149610.0,0.0025999826667822213,-3,0
180000.0,1,2,1,35,-1,-1,-1,-1,-1,-1,1099.0,1099.0,1099.0,1099.0,0.0,1099.0,1099.0,1099.0,1099.0,0.0,1099.0,0.0,0,178901.0,0.006105521635990911,-3,0
50000.0,1,1,2,25,0,0,0,-2,-2,-2,50401.0,46275.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0,-401.0,1.0079998400032,0,0
150000.0,2,2,2,24,1,-2,-1,-1,-1,-1,0.0,0.0,3230.0,1085.0,10000.0,0.0,0.0,3230.0,1085.0,10000.0,0.0,0.0,0,150000.0,0.0,-2,0
30000.0,1,2,2,26,1,4,3,2,2,4,24386.0,23744.0,23090.0,22436.0,26886.0,30858.0,0.0,0.0,0.0,5000.0,5000.0,0.0,0,5614.0,0.8128395720142662,8,0
250000.0,1,1,1,37,-2,-2,-2,-2,-1,-1,-207.0,-207.0,-207.0,-207.0,11361.0,700.0,0.0,0.0,0.0,11568.0,700.0,0.0,0,250207.0,-0.00048422302358448673,-6,0
300000.0,2,3,1,39,0,0,2,2,2,2,37672.0,40743.0,41226.0,40263.0,42788.0,41947.0,4000.0,1446.0,0.0,3179.0,0.0,3462.0,0,262328.0,0.12557291475695082,2,0
80000.0,1,2,1,30,0,0,0,0,0,-1,110692.0,105273.0,103223.0,97871.0,38640.0,14734.0,3500.0,4000.0,2600.0,3000.0,19707.0,50000.0,0,-21865.3,1.2318418205741204,0,0
50000.0,2,3,1,58,0,0,0,0,0,0,50019.0,18458.0,19318.0,15949.0,14986.0,19401.0,1400.0,1229.0,687.0,2000.0,5000.0,1000.0,0,-19.0,1.000359992800144,0,0
120000.0,1,3,1,36,-1,-1,-1,-1,-1,0,326.0,326.0,326.0,326.0,652.0,326.0,326.0,326.0,326.0,652.0,0.0,290.0,0,119674.0,0.0027166440279664337,-3,0
330000.0,2,2,1,39,8,7,6,5,4,3,377779.0,372355.0,365250.0,358145.0,352121.0,346216.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-21865.3,1.1447813794503654,8,1
140000.0,2,2,3,30,0,0,0,0,0,0,107060.0,104629.0,98453.0,96149.0,96500.0,96550.0,4598.0,4333.0,3381.0,3637.0,3645.0,3440.0,0,32940.0,0.7647088235084035,0,0
150000.0,2,2,1,50,3,2,0,0,-2,-1,3227.0,3029.0,3964.0,0.0,0.0,2322.0,0.0,1000.0,0.0,0.0,2322.0,0.0,0,146773.0,0.021513189912067254,5,0
330000.0,1,1,1,57,-1,-1,-1,-1,-2,-1,3166.0,-206.0,3429.0,0.0,0.0,749.0,552.0,5726.0,0.0,0.0,749.0,799.0,0,326834.0,0.009593910321483875,-3,0
380000.0,2,1,1,34,2,2,2,2,2,2,322199.0,331518.0,337703.0,343612.0,351089.0,358401.0,16001.0,13150.0,13000.0,13150.0,13300.0,13000.0,0,57801.0,0.8478898739740158,6,0
50000.0,1,2,1,32,0,0,0,0,0,0,46253.0,46117.0,46919.0,17459.0,17825.0,18193.0,1998.0,3000.0,625.0,647.0,664.0,649.0,0,3747.0,0.9250414991700165,0,0
120000.0,2,1,2,26,0,0,0,0,0,0,104546.0,105326.0,111987.0,112652.0,114337.0,115105.0,4000.0,10000.0,4000.0,5000.0,4200.0,4500.0,0,15454.0,0.8712094065882784,0,0
150000.0,2,2,1,37,0,0,0,0,0,0,135211.0,142398.0,121570.0,130780.0,130780.0,0.0,10109.0,10000.0,10000.0,10000.0,20000.0,16100.0,0,14789.0,0.9014006573289511,0,0
130000.0,2,2,1,38,0,0,0,0,0,0,127626.0,128136.0,88423.0,90235.0,92154.0,85510.0,5400.0,3100.0,3100.0,3200.0,3000.0,3100.0,0,2374.0,0.9817309097622327,0,0
160000.0,2,2,2,27,0,0,0,0,0,-2,78592.0,80240.0,39835.0,41150.0,0.0,0.0,3700.0,1700.0,2000.0,0.0,0.0,0.0,0,81408.0,0.4911969300191874,0,0
